P1_WINS,MINUTES,T_NAME,SURFACE,P1_NAME,P2_NAME,P1_RANK,P2_RANK,T_DATE,P1_AGE,P2_AGE
1,,Davis Cup G2 R2: MDA vs BLR,Clay,Radu Albot,Egor Gerasimov,177,265,2014-04-04,24,21
1,,Davis Cup G2 R2: MDA vs BLR,Clay,Maxim Dubarenco,Dzmitry Zhyrmont,353,327,2014-04-04,20,25
0,,Davis Cup G2 R2: MEX vs PER,Hard,Mauricio Echazu,Miguel Angel Reyes Varela,513,501,2014-04-04,25,26
1,,Davis Cup G2 R2: MEX vs PER,Hard,Duilio Beretta,Cesar Ramirez,464,660,2014-04-04,22,24
0,,Davis Cup G2 R2: MEX vs PER,Hard,Duilio Beretta,Miguel Angel Reyes Varela,464,501,2014-04-04,22,26
1,,Davis Cup G2 R2: MEX vs PER,Hard,Mauricio Echazu,Miguel Gallardo Valles,513,544,2014-04-04,25,32
0,,Davis Cup G2 R2: RSA vs LTU,Hard,Jean Andersen,Ricardas Berankis,863,143,2014-04-04,25,23
1,,Davis Cup G2 R2: RSA vs LTU,Hard,Rik De Voest,Laurynas Grigelis,261,234,2014-04-04,33,22
1,,Davis Cup G2 R2: RSA vs LTU,Hard,Ricardas Berankis,Rik De Voest,143,261,2014-04-04,23,33
0,,Davis Cup G2 R2: RSA vs LTU,Hard,Ruan Roelofse,Laurynas Grigelis,744,234,2014-04-04,24,22
1,,Davis Cup G2 R2: THA vs KUW,Hard,Pruchya Isarow,Abdulhameed Alshatti,813,2017,2014-04-04,18,18
1,,Davis Cup G2 R2: THA vs KUW,Hard,Mohammad Ghareeb,Wishaya Trongcharoenchaikul,833,905,2014-04-04,33,18
1,,Davis Cup G2 R2: THA vs KUW,Hard,Pruchya Isarow,Mohammad Ghareeb,813,833,2014-04-04,18,33
0,,Davis Cup G2 R2: THA vs KUW,Hard,Ali Ghareeb,Warit Sornbutnark,1929,1358,2014-04-04,28,21
1,,Davis Cup WG QF: FRA vs GER,Hard,Tobias Kamke,Julien Benneteau,96,50,2014-04-04,27,32
1,,Davis Cup WG QF: FRA vs GER,Hard,Peter Gojowczyk,Jo-Wilfried Tsonga,119,12,2014-04-04,24,28
1,,Davis Cup WG QF: FRA vs GER,Hard,Jo-Wilfried Tsonga,Tobias Kamke,12,96,2014-04-04,28,27
1,,Davis Cup WG QF: FRA vs GER,Hard,Gael Monfils,Peter Gojowczyk,25,119,2014-04-04,27,24
1,,Davis Cup WG QF: ITA vs GBR,Clay,Fabio Fognini,James Ward,13,161,2014-04-04,26,27
1,,Davis Cup WG QF: ITA vs GBR,Clay,Andy Murray,Andreas Seppi,8,34,2014-04-04,26,30
0,,Davis Cup WG QF: ITA vs GBR,Clay,Andy Murray,Fabio Fognini,8,13,2014-04-04,26,26
0,,Davis Cup WG QF: ITA vs GBR,Clay,James Ward,Andreas Seppi,161,34,2014-04-04,27,30
0,,Davis Cup WG QF: JPN vs CZE,Hard,Tatsuma Ito,Radek Stepanek,146,47,2014-04-04,25,35
0,,Davis Cup WG QF: JPN vs CZE,Hard,Taro Daniel,Lukas Rosol,190,40,2014-04-04,21,28
1,,Davis Cup WG QF: JPN vs CZE,Hard,Lukas Rosol,Yasutaka Uchiyama,40,268,2014-04-04,28,21
0,,Davis Cup WG QF: JPN vs CZE,Hard,Taro Daniel,Jiri Vesely,190,67,2014-04-04,21,20
1,,Davis Cup WG QF: SUI vs KAZ,Hard,Andrey Golubev,Stan Wawrinka,64,3,2014-04-04,26,29
1,,Davis Cup WG QF: SUI vs KAZ,Hard,Roger Federer,Mikhail Kukushkin,4,56,2014-04-04,32,26
0,,Davis Cup WG QF: SUI vs KAZ,Hard,Mikhail Kukushkin,Stan Wawrinka,56,3,2014-04-04,26,29
1,,Davis Cup WG QF: SUI vs KAZ,Hard,Roger Federer,Andrey Golubev,4,64,2014-04-04,32,26
1,102.0,Casablanca,Clay,Victor Hanescu,Hicham Khaddari,89,513,2014-04-07,32,22
0,89.0,Casablanca,Clay,Filippo Volandri,Filip Peliwo,80,266,2014-04-07,32,20
1,84.0,Casablanca,Clay,Federico Delbonis,Gilles Simon,43,27,2014-04-07,23,29
0,100.0,Casablanca,Clay,Lamine Ouahab,Albert Ramos,248,104,2014-04-07,29,26
0,52.0,Casablanca,Clay,Tobias Kamke,Pablo Carreno Busta,92,64,2014-04-07,27,22
1,92.0,Casablanca,Clay,Aleksandr Nedovyesov,Robin Haase,77,47,2014-04-07,27,27
0,136.0,Casablanca,Clay,Mikhail Kukushkin,Guillermo Garcia Lopez,56,53,2014-04-07,26,30
0,76.0,Casablanca,Clay,Teymuraz Gabashvili,Carlos Berlocq,58,61,2014-04-07,28,31
0,70.0,Casablanca,Clay,Kenny De Schepper,Albert Montanes,62,57,2014-04-07,26,33
0,58.0,Casablanca,Clay,Igor Sijsling,Joao Sousa,55,38,2014-04-07,26,25
1,108.0,Casablanca,Clay,Roberto Carballes Baena,David Goffin,273,106,2014-04-07,21,23
1,85.0,Casablanca,Clay,Jiri Vesely,Leonardo Mayer,67,87,2014-04-07,20,26
1,86.0,Casablanca,Clay,Victor Hanescu,Kevin Anderson,89,19,2014-04-07,32,27
0,130.0,Casablanca,Clay,Filip Peliwo,Federico Delbonis,266,43,2014-04-07,20,23
1,100.0,Casablanca,Clay,Marcel Granollers,Albert Ramos,36,104,2014-04-07,27,26
0,111.0,Casablanca,Clay,Aleksandr Nedovyesov,Pablo Carreno Busta,77,64,2014-04-07,27,22
0,113.0,Casablanca,Clay,Carlos Berlocq,Guillermo Garcia Lopez,61,53,2014-04-07,31,30
1,98.0,Casablanca,Clay,Benoit Paire,Albert Montanes,33,57,2014-04-07,24,33
1,193.0,Casablanca,Clay,Roberto Carballes Baena,Joao Sousa,273,38,2014-04-07,21,25
0,100.0,Casablanca,Clay,Victor Hanescu,Federico Delbonis,89,43,2014-04-07,32,23
0,142.0,Casablanca,Clay,Pablo Carreno Busta,Marcel Granollers,64,36,2014-04-07,22,27
0,97.0,Casablanca,Clay,Benoit Paire,Guillermo Garcia Lopez,33,53,2014-04-07,24,30
1,88.0,Casablanca,Clay,Roberto Carballes Baena,Andrey Kuznetsov,273,142,2014-04-07,21,23
1,75.0,Casablanca,Clay,Marcel Granollers,Federico Delbonis,36,43,2014-04-07,27,23
0,167.0,Casablanca,Clay,Roberto Carballes Baena,Guillermo Garcia Lopez,273,53,2014-04-07,21,30
1,159.0,Casablanca,Clay,Guillermo Garcia Lopez,Marcel Granollers,53,36,2014-04-07,30,27
0,49.0,Houston,Clay,Rhyne Williams,Dustin Brown,153,101,2014-04-07,23,29
0,97.0,Houston,Clay,Alex Bogomolov Jr,Sam Querrey,85,82,2014-04-07,30,26
1,124.0,Houston,Clay,Lleyton Hewitt,Peter Polansky,46,135,2014-04-07,33,25
1,90.0,Houston,Clay,Michael Russell,Daniel Gimeno Traver,97,102,2014-04-07,35,28
1,99.0,Houston,Clay,Benjamin Becker,Ruben Ramirez Hidalgo,68,165,2014-04-07,32,36
1,56.0,Houston,Clay,Jack Sock,Ivo Karlovic,94,52,2014-04-07,21,35
0,85.0,Houston,Clay,Somdev Devvarman,Juan Monaco,88,42,2014-04-07,29,30
1,41.0,Houston,Clay,Donald Young,Ryan Harrison,91,115,2014-04-07,24,21
0,112.0,Houston,Clay,Denis Kudla,Steve Johnson,108,69,2014-04-07,21,24
1,84.0,Houston,Clay,Feliciano Lopez,Robby Ginepri,31,329,2014-04-07,32,31
0,119.0,Houston,Clay,Marcos Baghdatis,Alejandro Gonzalez,129,79,2014-04-07,28,25
1,58.0,Houston,Clay,Santiago Giraldo,Matthew Ebden,84,63,2014-04-07,26,26
1,139.0,Houston,Clay,Dustin Brown,John Isner,101,9,2014-04-07,29,28
0,76.0,Houston,Clay,Lleyton Hewitt,Sam Querrey,46,82,2014-04-07,33,26
1,68.0,Houston,Clay,Nicolas Almagro,Michael Russell,20,97,2014-04-07,28,35
0,74.0,Houston,Clay,Benjamin Becker,Jack Sock,68,94,2014-04-07,32,21
1,135.0,Houston,Clay,Donald Young,Juan Monaco,91,42,2014-04-07,24,30
1,95.0,Houston,Clay,Fernando Verdasco,Steve Johnson,29,69,2014-04-07,30,24
1,80.0,Houston,Clay,Santiago Giraldo,Tommy Robredo,84,14,2014-04-07,26,31
1,104.0,Houston,Clay,Sam Querrey,Dustin Brown,82,101,2014-04-07,26,29
0,73.0,Houston,Clay,Jack Sock,Nicolas Almagro,94,20,2014-04-07,21,28
1,83.0,Houston,Clay,Fernando Verdasco,Donald Young,29,91,2014-04-07,30,24
0,88.0,Houston,Clay,Alejandro Gonzalez,Santiago Giraldo,79,84,2014-04-07,25,26
1,92.0,Houston,Clay,Fernando Verdasco,Santiago Giraldo,29,84,2014-04-07,30,26
1,112.0,Houston,Clay,Fernando Verdasco,Nicolas Almagro,29,20,2014-04-07,30,28
1,163.0,Monte Carlo Masters,Clay,Teymuraz Gabashvili,Gilles Simon,58,28,2014-04-13,28,29
1,156.0,Monte Carlo Masters,Clay,Pablo Andujar,Edouard Roger Vasselin,36,42,2014-04-13,28,30
1,121.0,Monte Carlo Masters,Clay,Andreas Seppi,Mikhail Youzhny,35,15,2014-04-13,30,31
1,122.0,Monte Carlo Masters,Clay,Grigor Dimitrov,Marcel Granollers,14,32,2014-04-13,22,28
1,82.0,Monte Carlo Masters,Clay,Albert Ramos,Jarkko Nieminen,101,46,2014-04-13,26,32
1,127.0,Monte Carlo Masters,Clay,Jeremy Chardy,Igor Sijsling,48,55,2014-04-13,27,26
1,103.0,Monte Carlo Masters,Clay,Marin Cilic,Marinko Matosevic,27,66,2014-04-13,25,28
1,127.0,Monte Carlo Masters,Clay,Nicolas Mahut,Dominic Thiem,40,84,2014-04-13,32,20
1,65.0,Monte Carlo Masters,Clay,Nicolas Almagro,Paul Henri Mathieu,20,113,2014-04-13,28,32
1,83.0,Monte Carlo Masters,Clay,Tommy Robredo,David Goffin,18,105,2014-04-13,31,23
1,121.0,Monte Carlo Masters,Clay,Julien Benneteau,Jurgen Melzer,51,60,2014-04-13,32,32
1,83.0,Monte Carlo Masters,Clay,Yen Hsun Lu,Federico Delbonis,52,44,2014-04-13,30,23
1,76.0,Monte Carlo Masters,Clay,Philipp Kohlschreiber,Simone Bolelli,25,329,2014-04-13,30,28
0,83.0,Monte Carlo Masters,Clay,Vasek Pospisil,Roberto Bautista Agut,29,45,2014-04-13,23,25
0,141.0,Monte Carlo Masters,Clay,Joao Sousa,Fabio Fognini,39,13,2014-04-13,25,26
1,66.0,Monte Carlo Masters,Clay,Michael Llodra,Jerzy Janowicz,147,21,2014-04-13,33,23
0,68.0,Monte Carlo Masters,Clay,Evgeny Donskoy,Lukas Rosol,108,47,2014-04-13,23,28
0,58.0,Monte Carlo Masters,Clay,Ivo Karlovic,Radek Stepanek,53,41,2014-04-13,35,35
1,108.0,Monte Carlo Masters,Clay,Dmitry Tursunov,Robin Haase,33,50,2014-04-13,31,27
1,78.0,Monte Carlo Masters,Clay,Guillermo Garcia Lopez,Benjamin Balleret,38,275,2014-04-13,30,31
0,82.0,Monte Carlo Masters,Clay,Ernests Gulbis,Alexandr Dolgopolov,23,22,2014-04-13,25,25
1,92.0,Monte Carlo Masters,Clay,Gael Monfils,Kevin Anderson,24,19,2014-04-13,27,27
0,65.0,Monte Carlo Masters,Clay,Ivan Dodig,Pablo Carreno Busta,37,62,2014-04-13,29,22
0,118.0,Monte Carlo Masters,Clay,Benoit Paire,Albert Montanes,34,57,2014-04-13,24,33
1,73.0,Monte Carlo Masters,Clay,Rafael Nadal,Teymuraz Gabashvili,1,58,2014-04-13,27,28
0,169.0,Monte Carlo Masters,Clay,Pablo Andujar,Andreas Seppi,36,35,2014-04-13,28,30
1,121.0,Monte Carlo Masters,Clay,Grigor Dimitrov,Albert Ramos,14,101,2014-04-13,22,26
1,66.0,Monte Carlo Masters,Clay,David Ferrer,Jeremy Chardy,6,48,2014-04-13,32,27
1,46.0,Monte Carlo Masters,Clay,Stan Wawrinka,Marin Cilic,3,27,2014-04-13,29,25
0,96.0,Monte Carlo Masters,Clay,Nicolas Mahut,Nicolas Almagro,40,20,2014-04-13,32,28
1,92.0,Monte Carlo Masters,Clay,Tommy Robredo,Julien Benneteau,18,51,2014-04-13,31,32
0,119.0,Monte Carlo Masters,Clay,Yen Hsun Lu,Milos Raonic,52,10,2014-04-13,30,23
0,113.0,Monte Carlo Masters,Clay,Philipp Kohlschreiber,Jo-Wilfried Tsonga,25,12,2014-04-13,30,28
1,104.0,Monte Carlo Masters,Clay,Fabio Fognini,Roberto Bautista Agut,13,45,2014-04-13,26,25
0,62.0,Monte Carlo Masters,Clay,Michael Llodra,Lukas Rosol,147,47,2014-04-13,33,28
0,52.0,Monte Carlo Masters,Clay,Radek Stepanek,Roger Federer,41,4,2014-04-13,35,32
0,101.0,Monte Carlo Masters,Clay,Dmitry Tursunov,Tomas Berdych,33,5,2014-04-13,31,28
1,78.0,Monte Carlo Masters,Clay,Guillermo Garcia Lopez,Alexandr Dolgopolov,38,22,2014-04-13,30,25
1,98.0,Monte Carlo Masters,Clay,Pablo Carreno Busta,Gael Monfils,62,24,2014-04-13,22,27
0,45.0,Monte Carlo Masters,Clay,Albert Montanes,Novak Djokovic,57,2,2014-04-13,33,26
0,74.0,Monte Carlo Masters,Clay,Andreas Seppi,Rafael Nadal,35,1,2014-04-13,30,27
1,96.0,Monte Carlo Masters,Clay,David Ferrer,Grigor Dimitrov,6,14,2014-04-13,32,22
0,73.0,Monte Carlo Masters,Clay,Tommy Robredo,Milos Raonic,18,10,2014-04-13,31,23
0,116.0,Monte Carlo Masters,Clay,Fabio Fognini,Jo-Wilfried Tsonga,13,12,2014-04-13,26,28
0,58.0,Monte Carlo Masters,Clay,Lukas Rosol,Roger Federer,47,4,2014-04-13,28,32
0,126.0,Monte Carlo Masters,Clay,Tomas Berdych,Guillermo Garcia Lopez,5,38,2014-04-13,28,30
0,48.0,Monte Carlo Masters,Clay,Pablo Carreno Busta,Novak Djokovic,62,2,2014-04-13,22,26
0,134.0,Monte Carlo Masters,Clay,Rafael Nadal,David Ferrer,1,6,2014-04-13,27,32
0,91.0,Monte Carlo Masters,Clay,Milos Raonic,Stan Wawrinka,10,3,2014-04-13,23,29
0,146.0,Monte Carlo Masters,Clay,Jo-Wilfried Tsonga,Roger Federer,12,4,2014-04-13,28,32
1,132.0,Monte Carlo Masters,Clay,Novak Djokovic,Guillermo Garcia Lopez,2,38,2014-04-13,26,30
0,90.0,Monte Carlo Masters,Clay,David Ferrer,Stan Wawrinka,6,3,2014-04-13,32,29
0,75.0,Monte Carlo Masters,Clay,Novak Djokovic,Roger Federer,2,4,2014-04-13,26,32
1,134.0,Monte Carlo Masters,Clay,Stan Wawrinka,Roger Federer,3,4,2014-04-13,29,32
0,84.0,Barcelona,Clay,Nikolay Davydenko,Albert Ramos,82,103,2014-04-21,32,26
0,120.0,Barcelona,Clay,Facundo Arguello,Ivan Dodig,107,37,2014-04-21,21,29
1,85.0,Barcelona,Clay,Kenny De Schepper,Marsel Ilhan,63,154,2014-04-21,26,26
1,79.0,Barcelona,Clay,Martin Klizan,Somdev Devvarman,108,100,2014-04-21,24,29
1,59.0,Barcelona,Clay,Santiago Giraldo,Igor Sijsling,65,56,2014-04-21,26,26
0,71.0,Barcelona,Clay,Radek Stepanek,Dominic Thiem,41,80,2014-04-21,35,20
1,68.0,Barcelona,Clay,Edouard Roger Vasselin,Andreas Beck,46,141,2014-04-21,30,28
0,149.0,Barcelona,Clay,Mikhail Kukushkin,Jurgen Melzer,57,73,2014-04-21,26,32
1,74.0,Barcelona,Clay,Marinko Matosevic,Joao Sousa,70,40,2014-04-21,28,25
1,94.0,Barcelona,Clay,Andrey Kuznetsov,Pablo Carreno Busta,131,58,2014-04-21,23,22
0,75.0,Barcelona,Clay,Matteo Viola,Andrey Golubev,190,60,2014-04-21,26,26
0,61.0,Barcelona,Clay,Lukasz Kubot,Roberto Bautista Agut,75,45,2014-04-21,31,26
0,102.0,Barcelona,Clay,Marc Lopez,Albert Montanes,1014,59,2014-04-21,31,33
0,92.0,Barcelona,Clay,Roberto Carballes Baena,Daniel Gimeno Traver,187,104,2014-04-21,21,28
1,124.0,Barcelona,Clay,Inigo Cervantes Huegun,Aleksandr Nedovyesov,824,72,2014-04-21,24,27
0,71.0,Barcelona,Clay,Michal Przysiezny,Teymuraz Gabashvili,77,55,2014-04-21,30,28
0,117.0,Barcelona,Clay,Albert Ramos,Rafael Nadal,103,1,2014-04-21,26,27
1,61.0,Barcelona,Clay,Ivan Dodig,Feliciano Lopez,37,30,2014-04-21,29,32
1,79.0,Barcelona,Clay,Fernando Verdasco,Kenny De Schepper,25,63,2014-04-21,30,26
1,109.0,Barcelona,Clay,Nicolas Almagro,Martin Klizan,20,108,2014-04-21,28,24
0,135.0,Barcelona,Clay,Marcel Granollers,Dominic Thiem,31,80,2014-04-21,28,20
0,81.0,Barcelona,Clay,Edouard Roger Vasselin,Philipp Kohlschreiber,46,26,2014-04-21,30,30
0,92.0,Barcelona,Clay,Jerzy Janowicz,Jurgen Melzer,21,73,2014-04-21,23,32
0,82.0,Barcelona,Clay,Marinko Matosevic,Tommy Robredo,70,18,2014-04-21,28,31
0,77.0,Barcelona,Clay,Andrey Kuznetsov,Marin Cilic,131,27,2014-04-21,23,25
0,118.0,Barcelona,Clay,Roberto Bautista Agut,Kei Nishikori,45,17,2014-04-21,26,24
1,93.0,Barcelona,Clay,Albert Montanes,Alexandr Dolgopolov,59,22,2014-04-21,33,25
1,97.0,Barcelona,Clay,Ernests Gulbis,Daniel Gimeno Traver,23,104,2014-04-21,25,28
0,103.0,Barcelona,Clay,Dmitry Tursunov,Inigo Cervantes Huegun,34,824,2014-04-21,31,24
1,81.0,Barcelona,Clay,Teymuraz Gabashvili,David Ferrer,55,5,2014-04-21,28,32
1,84.0,Barcelona,Clay,Rafael Nadal,Ivan Dodig,1,37,2014-04-21,27,29
0,73.0,Barcelona,Clay,Fernando Verdasco,Nicolas Almagro,25,20,2014-04-21,30,28
0,147.0,Barcelona,Clay,Dominic Thiem,Santiago Giraldo,80,65,2014-04-21,20,26
1,86.0,Barcelona,Clay,Philipp Kohlschreiber,Jurgen Melzer,26,73,2014-04-21,30,32
0,167.0,Barcelona,Clay,Tommy Robredo,Marin Cilic,18,27,2014-04-21,31,25
1,76.0,Barcelona,Clay,Kei Nishikori,Andrey Golubev,17,60,2014-04-21,24,26
0,75.0,Barcelona,Clay,Albert Montanes,Ernests Gulbis,59,23,2014-04-21,33,25
0,80.0,Barcelona,Clay,Inigo Cervantes Huegun,Teymuraz Gabashvili,824,55,2014-04-21,24,28
0,167.0,Barcelona,Clay,Rafael Nadal,Nicolas Almagro,1,20,2014-04-21,27,28
0,71.0,Barcelona,Clay,Marin Cilic,Kei Nishikori,27,17,2014-04-21,25,24
1,88.0,Barcelona,Clay,Ernests Gulbis,Teymuraz Gabashvili,23,55,2014-04-21,25,28
0,86.0,Barcelona,Clay,Nicolas Almagro,Santiago Giraldo,20,65,2014-04-21,28,26
1,86.0,Barcelona,Clay,Kei Nishikori,Ernests Gulbis,17,23,2014-04-21,24,25
0,73.0,Barcelona,Clay,Santiago Giraldo,Kei Nishikori,65,17,2014-04-21,26,24
0,89.0,Bucharest,Clay,Jeremy Chardy,Jiri Vesely,48,79,2014-04-21,27,20
1,92.0,Bucharest,Clay,Sergiy Stakhovsky,Patrick Ciorcila,92,589,2014-04-21,28,17
0,151.0,Bucharest,Clay,Andreas Seppi,Carlos Berlocq,35,61,2014-04-21,30,31
0,131.0,Bucharest,Clay,Nikoloz Basilashvili,Ricardas Berankis,310,157,2014-04-21,22,23
0,64.0,Bucharest,Clay,Adrian Mannarino,Marius Copil,90,167,2014-04-21,25,23
0,83.0,Bucharest,Clay,Nicolas Mahut,Paul Henri Mathieu,39,102,2014-04-21,32,32
0,137.0,Bucharest,Clay,Leonardo Mayer,Jarkko Nieminen,86,54,2014-04-21,26,32
1,67.0,Bucharest,Clay,Lukas Rosol,Filippo Volandri,43,83,2014-04-21,28,32
1,75.0,Bucharest,Clay,Victor Hanescu,Dudi Sela,84,81,2014-04-21,32,29
0,113.0,Bucharest,Clay,Vasek Pospisil,Adrian Ungur,29,118,2014-04-21,23,29
0,124.0,Bucharest,Clay,Thomaz Bellucci,Denis Istomin,109,53,2014-04-21,26,27
1,84.0,Bucharest,Clay,Robin Haase,Matthew Ebden,50,62,2014-04-21,27,26
1,83.0,Bucharest,Clay,Grigor Dimitrov,Jiri Vesely,16,79,2014-04-21,22,20
1,142.0,Bucharest,Clay,Sergiy Stakhovsky,Carlos Berlocq,92,61,2014-04-21,28,31
1,59.0,Bucharest,Clay,Gael Monfils,Ricardas Berankis,24,157,2014-04-21,27,23
1,70.0,Bucharest,Clay,Paul Henri Mathieu,Marius Copil,102,167,2014-04-21,32,23
0,69.0,Bucharest,Clay,Jarkko Nieminen,Lukas Rosol,54,43,2014-04-21,32,28
0,124.0,Bucharest,Clay,Victor Hanescu,Gilles Simon,84,28,2014-04-21,32,29
1,104.0,Bucharest,Clay,Denis Istomin,Adrian Ungur,53,118,2014-04-21,27,29
0,69.0,Bucharest,Clay,Mikhail Youzhny,Robin Haase,15,50,2014-04-21,31,27
0,68.0,Bucharest,Clay,Sergiy Stakhovsky,Grigor Dimitrov,92,16,2014-04-21,28,22
0,141.0,Bucharest,Clay,Paul Henri Mathieu,Gael Monfils,102,24,2014-04-21,32,27
1,99.0,Bucharest,Clay,Lukas Rosol,Gilles Simon,43,28,2014-04-21,28,29
0,97.0,Bucharest,Clay,Denis Istomin,Robin Haase,53,50,2014-04-21,27,27
1,106.0,Bucharest,Clay,Lukas Rosol,Robin Haase,43,50,2014-04-21,28,27
0,81.0,Bucharest,Clay,Lukas Rosol,Grigor Dimitrov,43,16,2014-04-21,28,22
1,73.0,Estoril,Clay,Somdev Devvarman,Matthew Ebden,102,64,2014-04-28,29,26
0,123.0,Estoril,Clay,Adrian Mannarino,Andrey Golubev,92,61,2014-04-28,25,26
0,118.0,Estoril,Clay,Joao Sousa,Leonardo Mayer,40,88,2014-04-28,25,26
0,105.0,Estoril,Clay,Filippo Volandri,Gastao Elias,84,179,2014-04-28,32,23
0,126.0,Estoril,Clay,Radu Albot,Victor Hanescu,178,93,2014-04-28,24,32
1,76.0,Estoril,Clay,Pablo Carreno Busta,Mikhail Kukushkin,60,59,2014-04-28,22,26
1,48.0,Estoril,Clay,Rui Machado,Dmitry Tursunov,243,32,2014-04-28,30,31
1,70.0,Estoril,Clay,Daniel Gimeno Traver,Alejandro Gonzalez,98,80,2014-04-28,28,25
0,99.0,Estoril,Clay,Roberto Carballes Baena,Albert Montanes,188,57,2014-04-28,21,33
0,97.0,Estoril,Clay,Teymuraz Gabashvili,Lukasz Kubot,52,76,2014-04-28,28,31
1,82.0,Estoril,Clay,Carlos Berlocq,Taro Daniel,62,190,2014-04-28,31,21
1,113.0,Estoril,Clay,Pablo Cuevas,Aleksandr Nedovyesov,161,73,2014-04-28,28,27
1,76.0,Estoril,Clay,Tomas Berdych,Somdev Devvarman,6,102,2014-04-28,28,29
0,94.0,Estoril,Clay,Andrey Golubev,Leonardo Mayer,61,88,2014-04-28,26,26
1,124.0,Estoril,Clay,Gastao Elias,Guillermo Garcia Lopez,179,39,2014-04-28,23,30
1,129.0,Estoril,Clay,Victor Hanescu,Pablo Carreno Busta,93,60,2014-04-28,32,22
0,97.0,Estoril,Clay,Rui Machado,Daniel Gimeno Traver,243,98,2014-04-28,30,28
1,139.0,Estoril,Clay,Marcel Granollers,Albert Montanes,31,57,2014-04-28,28,33
0,79.0,Estoril,Clay,Lukasz Kubot,Carlos Berlocq,76,62,2014-04-28,31,31
0,68.0,Estoril,Clay,Pablo Cuevas,Milos Raonic,161,9,2014-04-28,28,23
0,129.0,Estoril,Clay,Leonardo Mayer,Tomas Berdych,88,6,2014-04-28,26,28
0,82.0,Estoril,Clay,Gastao Elias,Victor Hanescu,179,93,2014-04-28,23,32
0,73.0,Estoril,Clay,Marcel Granollers,Daniel Gimeno Traver,31,98,2014-04-28,28,28
1,86.0,Estoril,Clay,Carlos Berlocq,Milos Raonic,62,9,2014-04-28,31,23
1,63.0,Estoril,Clay,Tomas Berdych,Victor Hanescu,6,93,2014-04-28,28,32
1,94.0,Estoril,Clay,Carlos Berlocq,Daniel Gimeno Traver,62,98,2014-04-28,31,28
1,130.0,Estoril,Clay,Carlos Berlocq,Tomas Berdych,62,6,2014-04-28,31,28
1,87.0,Munich,Clay,Dustin Brown,Ivo Karlovic,86,53,2014-04-28,29,35
1,93.0,Munich,Clay,Federico Delbonis,Nikolay Davydenko,44,90,2014-04-28,23,32
0,102.0,Munich,Clay,Ivan Dodig,Thomaz Bellucci,36,122,2014-04-28,29,26
0,63.0,Munich,Clay,Alexander Zverev,Jurgen Melzer,765,66,2014-04-28,17,32
0,87.0,Munich,Clay,Peter Gojowczyk,Sergiy Stakhovsky,113,89,2014-04-28,24,28
0,79.0,Munich,Clay,Feliciano Lopez,Jan Lennard Struff,30,96,2014-04-28,32,24
0,123.0,Munich,Clay,Philipp Kohlschreiber,Denis Istomin,26,55,2014-04-28,30,27
0,52.0,Munich,Clay,Dudi Sela,Martin Klizan,82,111,2014-04-28,29,24
1,84.0,Munich,Clay,Andreas Seppi,Michael Berrer,33,116,2014-04-28,30,33
1,137.0,Munich,Clay,Albert Ramos,Lleyton Hewitt,117,42,2014-04-28,26,33
1,52.0,Munich,Clay,Alejandro Falla,Jarkko Nieminen,71,56,2014-04-28,30,32
1,65.0,Munich,Clay,Fabio Fognini,Dustin Brown,15,86,2014-04-28,26,29
1,127.0,Munich,Clay,Thomaz Bellucci,Federico Delbonis,122,44,2014-04-28,26,23
0,146.0,Munich,Clay,Jurgen Melzer,Ricardas Berankis,66,150,2014-04-28,32,23
0,73.0,Munich,Clay,Sergiy Stakhovsky,Jan Lennard Struff,89,96,2014-04-28,28,24
0,131.0,Munich,Clay,Marinko Matosevic,Denis Istomin,68,55,2014-04-28,28,27
1,170.0,Munich,Clay,Martin Klizan,Mikhail Youzhny,111,17,2014-04-28,24,31
1,87.0,Munich,Clay,Andreas Seppi,Albert Ramos,33,117,2014-04-28,30,26
0,74.0,Munich,Clay,Alejandro Falla,Tommy Haas,71,16,2014-04-28,30,36
0,69.0,Munich,Clay,Thomaz Bellucci,Fabio Fognini,122,15,2014-04-28,26,26
1,120.0,Munich,Clay,Jan Lennard Struff,Ricardas Berankis,96,150,2014-04-28,24,23
0,109.0,Munich,Clay,Denis Istomin,Martin Klizan,55,111,2014-04-28,27,24
1,116.0,Munich,Clay,Tommy Haas,Andreas Seppi,16,33,2014-04-28,36,30
0,63.0,Munich,Clay,Jan Lennard Struff,Fabio Fognini,96,15,2014-04-28,24,26
0,64.0,Munich,Clay,Tommy Haas,Martin Klizan,16,111,2014-04-28,36,24
1,89.0,Munich,Clay,Martin Klizan,Fabio Fognini,111,15,2014-04-28,24,26
0,68.0,Madrid Masters,Clay,Jurgen Melzer,Juan Monaco,64,56,2014-05-04,32,30
1,61.0,Madrid Masters,Clay,Jarkko Nieminen,Robin Haase,57,44,2014-05-04,32,27
0,94.0,Madrid Masters,Clay,Tommy Haas,Igor Sijsling,17,59,2014-05-04,36,26
1,71.0,Madrid Masters,Clay,Grigor Dimitrov,Pablo Carreno Busta,14,63,2014-05-04,22,22
0,90.0,Madrid Masters,Clay,Marcel Granollers,Marius Copil,30,164,2014-05-04,28,23
1,114.0,Madrid Masters,Clay,Kevin Anderson,Radek Stepanek,19,41,2014-05-04,27,35
1,99.0,Madrid Masters,Clay,Fernando Verdasco,Andreas Seppi,25,34,2014-05-04,30,30
