P1_WINS,MINUTES,T_NAME,SURFACE,P1_NAME,P2_NAME,P1_RANK,P2_RANK,T_DATE,P1_AGE,P2_AGE
1,143.0,Munich,Clay,Marco Cecchinato,Marton Fucsovics,19,35,2019-04-29,26,27
1,125.0,Munich,Clay,Roberto Bautista Agut,Guido Pella,21,26,2019-04-29,31,28
0,161.0,Munich,Clay,Philipp Kohlschreiber,Matteo Berrettini,41,37,2019-04-29,35,23
0,64.0,Munich,Clay,Juan Ignacio Londero,Alexander Zverev,80,3,2019-04-29,25,22
0,84.0,Munich,Clay,Diego Schwartzman,Christian Garin,24,47,2019-04-29,26,22
1,65.0,Munich,Clay,Marco Cecchinato,Martin Klizan,19,60,2019-04-29,26,29
1,156.0,Munich,Clay,Marton Fucsovics,Thiago Monteiro,35,111,2019-04-29,27,24
0,139.0,Munich,Clay,Taro Daniel,Guido Pella,72,26,2019-04-29,26,28
1,77.0,Munich,Clay,Roberto Bautista Agut,Rudolf Molleker,21,157,2019-04-29,31,18
1,79.0,Munich,Clay,Matteo Berrettini,Denis Kudla,37,82,2019-04-29,23,26
1,109.0,Munich,Clay,Philipp Kohlschreiber,Karen Khachanov,41,13,2019-04-29,35,22
0,94.0,Munich,Clay,Maximilian Marterer,Juan Ignacio Londero,100,80,2019-04-29,23,25
0,77.0,Munich,Clay,Yannick Maden,Christian Garin,114,47,2019-04-29,29,22
0,101.0,Munich,Clay,Benoit Paire,Diego Schwartzman,44,24,2019-04-29,29,26
0,121.0,Munich,Clay,Ernests Gulbis,Martin Klizan,78,60,2019-04-29,30,29
1,51.0,Munich,Clay,Thiago Monteiro,Jan Lennard Struff,111,48,2019-04-29,24,29
0,184.0,Munich,Clay,Lorenzo Sonego,Marton Fucsovics,69,35,2019-04-29,23,27
1,53.0,Munich,Clay,Guido Pella,Mischa Zverev,26,95,2019-04-29,28,31
0,106.0,Munich,Clay,Ugo Humbert,Taro Daniel,64,72,2019-04-29,20,26
0,122.0,Munich,Clay,Marius Copil,Rudolf Molleker,79,157,2019-04-29,28,18
1,67.0,Munich,Clay,Denis Kudla,Kyle Edmund,82,22,2019-04-29,26,24
1,93.0,Munich,Clay,Matteo Berrettini,Denis Istomin,37,106,2019-04-29,23,32
1,80.0,Munich,Clay,Philipp Kohlschreiber,Andreas Seppi,41,68,2019-04-29,35,35
0,92.0,Madrid Masters,Clay,Stefanos Tsitsipas,Novak Djokovic,9,1,2019-05-06,20,31
1,142.0,Madrid Masters,Clay,Novak Djokovic,Dominic Thiem,1,5,2019-05-06,31,25
0,154.0,Madrid Masters,Clay,Rafael Nadal,Stefanos Tsitsipas,2,9,2019-05-06,32,20
0,130.0,Madrid Masters,Clay,Roger Federer,Dominic Thiem,3,5,2019-05-06,37,25
1,130.0,Madrid Masters,Clay,Stefanos Tsitsipas,Alexander Zverev,9,4,2019-05-06,20,22
1,68.0,Madrid Masters,Clay,Rafael Nadal,Stan Wawrinka,2,34,2019-05-06,32,34
0,85.0,Madrid Masters,Clay,Jeremy Chardy,Novak Djokovic,47,1,2019-05-06,32,31
1,129.0,Madrid Masters,Clay,Marin Cilic,Laslo Djere,11,32,2019-05-06,30,23
1,120.0,Madrid Masters,Clay,Roger Federer,Gael Monfils,3,18,2019-05-06,37,32
0,89.0,Madrid Masters,Clay,Fabio Fognini,Dominic Thiem,12,5,2019-05-06,31,25
1,87.0,Madrid Masters,Clay,Stefanos Tsitsipas,Fernando Verdasco,9,38,2019-05-06,20,35
0,129.0,Madrid Masters,Clay,Hubert Hurkacz,Alexander Zverev,52,4,2019-05-06,22,22
0,95.0,Madrid Masters,Clay,Kei Nishikori,Stan Wawrinka,7,34,2019-05-06,29,34
1,92.0,Madrid Masters,Clay,Rafael Nadal,Frances Tiafoe,2,37,2019-05-06,32,21
0,65.0,Madrid Masters,Clay,Taylor Fritz,Novak Djokovic,57,1,2019-05-06,21,31
0,59.0,Madrid Masters,Clay,Diego Schwartzman,Jeremy Chardy,25,47,2019-05-06,26,32
1,120.0,Madrid Masters,Clay,Marin Cilic,Jan Lennard Struff,11,49,2019-05-06,30,29
1,142.0,Madrid Masters,Clay,Laslo Djere,Juan Martin del Potro,32,8,2019-05-06,23,30
0,52.0,Madrid Masters,Clay,Richard Gasquet,Roger Federer,39,3,2019-05-06,32,37
1,114.0,Madrid Masters,Clay,Gael Monfils,Marton Fucsovics,18,36,2019-05-06,32,27
1,69.0,Madrid Masters,Clay,Fabio Fognini,John Millman,12,48,2019-05-06,31,29
0,77.0,Madrid Masters,Clay,Adrian Mannarino,Stefanos Tsitsipas,56,9,2019-05-06,30,20
1,148.0,Madrid Masters,Clay,Fernando Verdasco,Karen Khachanov,38,13,2019-05-06,35,22
1,69.0,Madrid Masters,Clay,Hubert Hurkacz,Lucas Pouille,52,28,2019-05-06,22,25
1,70.0,Madrid Masters,Clay,Alexander Zverev,David Ferrer,4,144,2019-05-06,22,37
0,121.0,Madrid Masters,Clay,Hugo Dellien,Kei Nishikori,109,7,2019-05-06,25,29
1,89.0,Madrid Masters,Clay,Stan Wawrinka,Guido Pella,34,26,2019-05-06,34,28
0,111.0,Madrid Masters,Clay,Philipp Kohlschreiber,Frances Tiafoe,50,37,2019-05-06,35,21
0,97.0,Madrid Masters,Clay,Felix Auger Aliassime,Rafael Nadal,30,2,2019-05-06,18,32
1,107.0,Madrid Masters,Clay,Taylor Fritz,Grigor Dimitrov,57,46,2019-05-06,21,27
1,131.0,Madrid Masters,Clay,Jeremy Chardy,Albert Ramos,47,85,2019-05-06,32,31
1,75.0,Madrid Masters,Clay,Diego Schwartzman,Marco Cecchinato,25,19,2019-05-06,26,26
1,168.0,Madrid Masters,Clay,Marin Cilic,Martin Klizan,11,61,2019-05-06,30,29
0,65.0,Madrid Masters,Clay,Nick Kyrgios,Jan Lennard Struff,35,49,2019-05-06,24,29
1,85.0,Madrid Masters,Clay,Laslo Djere,Dusan Lajovic,32,24,2019-05-06,23,28
1,117.0,Madrid Masters,Clay,Richard Gasquet,Alejandro Davidovich Fokina,39,127,2019-05-06,32,19
0,101.0,Madrid Masters,Clay,David Goffin,Marton Fucsovics,23,36,2019-05-06,28,27
1,55.0,Madrid Masters,Clay,Gael Monfils,Andreas Seppi,18,67,2019-05-06,32,35
0,90.0,Madrid Masters,Clay,Kyle Edmund,Fabio Fognini,22,12,2019-05-06,24,31
0,123.0,Madrid Masters,Clay,Steve Johnson,John Millman,59,48,2019-05-06,29,29
1,85.0,Madrid Masters,Clay,Reilly Opelka,Pablo Carreno Busta,58,42,2019-05-06,21,27
1,140.0,Madrid Masters,Clay,Adrian Mannarino,Joao Sousa,56,75,2019-05-06,30,30
1,130.0,Madrid Masters,Clay,Fernando Verdasco,Radu Albot,38,44,2019-05-06,35,29
1,180.0,Madrid Masters,Clay,Karen Khachanov,Jaume Munar,13,55,2019-05-06,22,22
1,104.0,Madrid Masters,Clay,Lucas Pouille,Borna Coric,28,15,2019-05-06,25,22
0,72.0,Madrid Masters,Clay,Alex De Minaur,Hubert Hurkacz,27,52,2019-05-06,20,22
0,156.0,Madrid Masters,Clay,Roberto Bautista Agut,David Ferrer,21,144,2019-05-06,31,37
0,146.0,Madrid Masters,Clay,Gilles Simon,Hugo Dellien,29,109,2019-05-06,34,25
0,64.0,Madrid Masters,Clay,Pierre Hugues Herbert,Stan Wawrinka,41,34,2019-05-06,28,34
1,104.0,Madrid Masters,Clay,Guido Pella,Daniil Medvedev,26,14,2019-05-06,28,23
0,120.0,Madrid Masters,Clay,Nikoloz Basilashvili,Frances Tiafoe,17,37,2019-05-06,27,21
1,98.0,Madrid Masters,Clay,Philipp Kohlschreiber,Mikhail Kukushkin,50,40,2019-05-06,35,31
1,109.0,Madrid Masters,Clay,Felix Auger Aliassime,Denis Shapovalov,30,20,2019-05-06,18,20
0,145.0,Rome Masters,Clay,Novak Djokovic,Rafael Nadal,1,2,2019-05-13,31,32
0,151.0,Rome Masters,Clay,Diego Schwartzman,Novak Djokovic,24,1,2019-05-13,26,31
1,102.0,Rome Masters,Clay,Rafael Nadal,Stefanos Tsitsipas,2,7,2019-05-13,32,20
1,181.0,Rome Masters,Clay,Novak Djokovic,Juan Martin del Potro,1,9,2019-05-13,31,30
0,87.0,Rome Masters,Clay,Kei Nishikori,Diego Schwartzman,6,24,2019-05-13,29,26
0,98.0,Rome Masters,Clay,Fernando Verdasco,Rafael Nadal,38,2,2019-05-13,35,32
1,62.0,Rome Masters,Clay,Novak Djokovic,Philipp Kohlschreiber,1,56,2019-05-13,31,35
0,95.0,Rome Masters,Clay,Casper Ruud,Juan Martin del Potro,76,9,2019-05-13,20,30
0,96.0,Rome Masters,Clay,Matteo Berrettini,Diego Schwartzman,33,24,2019-05-13,23,26
0,128.0,Rome Masters,Clay,Jan Lennard Struff,Kei Nishikori,51,6,2019-05-13,29,29
0,72.0,Rome Masters,Clay,Fabio Fognini,Stefanos Tsitsipas,12,7,2019-05-13,31,20
0,151.0,Rome Masters,Clay,Borna Coric,Roger Federer,15,3,2019-05-13,22,37
0,129.0,Rome Masters,Clay,Karen Khachanov,Fernando Verdasco,13,38,2019-05-13,22,35
0,62.0,Rome Masters,Clay,Nikoloz Basilashvili,Rafael Nadal,18,2,2019-05-13,27,32
1,66.0,Rome Masters,Clay,Novak Djokovic,Denis Shapovalov,1,22,2019-05-13,31,20
0,69.0,Rome Masters,Clay,Marco Cecchinato,Philipp Kohlschreiber,19,56,2019-05-13,26,35
1,,Rome Masters,Clay,Casper Ruud,Nick Kyrgios,76,36,2019-05-13,20,24
1,78.0,Rome Masters,Clay,Juan Martin del Potro,David Goffin,9,23,2019-05-13,30,28
0,108.0,Rome Masters,Clay,Alexander Zverev,Matteo Berrettini,5,33,2019-05-13,22,23
1,92.0,Rome Masters,Clay,Diego Schwartzman,Albert Ramos,24,88,2019-05-13,26,31
1,67.0,Rome Masters,Clay,Jan Lennard Struff,Marin Cilic,51,10,2019-05-13,29,30
0,72.0,Rome Masters,Clay,Taylor Fritz,Kei Nishikori,52,6,2019-05-13,21,29
0,77.0,Rome Masters,Clay,Jannik Sinner,Stefanos Tsitsipas,263,7,2019-05-13,17,20
0,105.0,Rome Masters,Clay,Radu Albot,Fabio Fognini,44,12,2019-05-13,29,31
1,57.0,Rome Masters,Clay,Borna Coric,Cameron Norrie,15,45,2019-05-13,22,23
1,80.0,Rome Masters,Clay,Roger Federer,Joao Sousa,3,72,2019-05-13,37,30
0,163.0,Rome Masters,Clay,Dominic Thiem,Fernando Verdasco,4,38,2019-05-13,25,35
0,148.0,Rome Masters,Clay,Roberto Bautista Agut,Karen Khachanov,20,13,2019-05-13,31,22
1,86.0,Rome Masters,Clay,Nikoloz Basilashvili,Laslo Djere,18,32,2019-05-13,27,23
0,67.0,Rome Masters,Clay,Jeremy Chardy,Rafael Nadal,42,2,2019-05-13,32,32
1,95.0,Rome Masters,Clay,Denis Shapovalov,Pablo Carreno Busta,22,43,2019-05-13,20,27
0,139.0,Rome Masters,Clay,Gilles Simon,Philipp Kohlschreiber,28,56,2019-05-13,34,35
0,131.0,Rome Masters,Clay,Alex De Minaur,Marco Cecchinato,26,19,2019-05-13,20,26
1,93.0,Rome Masters,Clay,Nick Kyrgios,Daniil Medvedev,36,14,2019-05-13,24,23
1,150.0,Rome Masters,Clay,Casper Ruud,Daniel Evans,76,83,2019-05-13,20,28
1,115.0,Rome Masters,Clay,David Goffin,Stan Wawrinka,23,29,2019-05-13,28,34
0,76.0,Rome Masters,Clay,Lucas Pouille,Matteo Berrettini,25,33,2019-05-13,25,23
0,72.0,Rome Masters,Clay,Yoshihito Nishioka,Diego Schwartzman,75,24,2019-05-13,23,26
1,61.0,Rome Masters,Clay,Albert Ramos,Gael Monfils,88,16,2019-05-13,31,32
0,98.0,Rome Masters,Clay,Andrea Basso,Marin Cilic,416,10,2019-05-13,25,30
0,119.0,Rome Masters,Clay,Grigor Dimitrov,Jan Lennard Struff,48,51,2019-05-13,27,29
0,75.0,Rome Masters,Clay,Guido Pella,Taylor Fritz,21,52,2019-05-13,28,21
1,111.0,Rome Masters,Clay,Jannik Sinner,Steve Johnson,263,59,2019-05-13,17,29
1,86.0,Rome Masters,Clay,Radu Albot,Benoit Paire,44,46,2019-05-13,29,30
1,82.0,Rome Masters,Clay,Fabio Fognini,Jo-Wilfried Tsonga,12,92,2019-05-13,31,34
0,149.0,Rome Masters,Clay,Felix Auger Aliassime,Borna Coric,30,15,2019-05-13,18,22
0,128.0,Rome Masters,Clay,John Millman,Cameron Norrie,57,45,2019-05-13,29,23
1,180.0,Rome Masters,Clay,Joao Sousa,Frances Tiafoe,72,34,2019-05-13,30,21
0,143.0,Rome Masters,Clay,Kyle Edmund,Fernando Verdasco,27,38,2019-05-13,24,35
1,104.0,Rome Masters,Clay,Roberto Bautista Agut,Andreas Seppi,20,65,2019-05-13,31,35
1,145.0,Rome Masters,Clay,Karen Khachanov,Lorenzo Sonego,13,67,2019-05-13,22,24
